                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.89811,                0.47984,                 1.0294,                0.95246,                0.94742,                0.96672,                0.64582,                 1.1812,                0.47959,                 1.1878,             0.00071693,             0.00071693,             0.00071693
                    153,                0.87095,                0.46558,                 1.0276,                0.94085,                0.95621,                0.97646,                0.66341,                 1.1944,                0.48419,                 1.1928,             0.00071221,             0.00071221,             0.00071221
                    154,                0.90233,                0.48886,                 1.0363,                0.95745,                0.94661,                0.97992,                0.65872,                 1.1907,                0.48933,                 1.1933,              0.0007075,              0.0007075,              0.0007075
                    155,                0.86671,                 0.4944,                 1.0421,                0.96955,                0.91248,                 0.9584,                0.65261,                 1.2043,                0.48882,                 1.1842,             0.00070278,             0.00070278,             0.00070278
                    156,                0.89068,                0.47684,                  1.046,                0.96976,                0.94289,                0.97342,                0.65748,                  1.167,                0.49008,                 1.1598,             0.00069807,             0.00069807,             0.00069807
                    157,                0.87655,                0.47647,                 1.0425,                0.95462,                0.93074,                 0.9689,                0.65379,                 1.1632,                0.47223,                 1.1593,             0.00069335,             0.00069335,             0.00069335
                    158,                0.81955,                0.45202,                 1.0226,                0.94525,                0.95778,                0.97889,                0.66701,                 1.1521,                0.47074,                 1.1627,             0.00068864,             0.00068864,             0.00068864
                    159,                0.93278,                0.48608,                 1.1236,                0.93569,                0.97912,                0.97579,                0.66331,                 1.1565,                0.46223,                 1.1534,             0.00068392,             0.00068392,             0.00068392
                    160,                0.84161,                0.46841,                 1.0262,                 0.9416,                0.96411,                0.97793,                0.65103,                 1.2228,                0.47148,                 1.2147,              0.0006792,              0.0006792,              0.0006792
                    161,                0.83911,                0.45147,                 1.0383,                0.94129,                0.95899,                0.97894,                 0.6695,                 1.1921,                0.46515,                 1.1943,             0.00067449,             0.00067449,             0.00067449
                    162,                 0.8904,                0.49081,                 1.0522,                0.93632,                0.96694,                0.98358,                0.65552,                 1.1821,                0.47457,                 1.1761,             0.00066977,             0.00066977,             0.00066977
                    163,                0.85622,                0.46222,                 1.0372,                0.94107,                0.93737,                0.97572,                0.66861,                 1.1816,                0.48393,                 1.1708,             0.00066506,             0.00066506,             0.00066506
                    164,                0.85261,                0.45093,                 1.0165,                0.95852,                0.93937,                0.98093,                0.66363,                 1.1517,                0.47317,                 1.1582,             0.00066034,             0.00066034,             0.00066034
                    165,                0.85317,                0.45848,                 1.0533,                  0.945,                0.95418,                0.98111,                0.66426,                 1.1553,                0.47579,                 1.1702,             0.00065563,             0.00065563,             0.00065563
                    166,                0.82202,                0.44841,                 1.0064,                0.98122,                0.95232,                 0.9816,                0.66883,                 1.1522,                0.46104,                 1.1595,             0.00065091,             0.00065091,             0.00065091
                    167,                0.79132,                0.51088,                0.98506,                 0.9538,                0.95712,                 0.9807,                0.66657,                 1.1531,                0.46322,                 1.1676,             0.00064619,             0.00064619,             0.00064619
                    168,                0.77436,                0.42919,                 1.0131,                0.96139,                0.95547,                 0.9807,                0.66155,                 1.1546,                 0.4732,                 1.1719,             0.00064148,             0.00064148,             0.00064148
                    169,                 0.8526,                0.60021,                 1.0618,                 0.9551,                0.96498,                 0.9795,                0.65727,                 1.1728,                0.47163,                 1.1696,             0.00063676,             0.00063676,             0.00063676
                    170,                0.85013,                0.47195,                 1.0304,                0.94338,                0.94862,                0.97837,                0.65456,                 1.1973,                0.48435,                 1.1787,             0.00063205,             0.00063205,             0.00063205
                    171,                0.82278,                0.44847,                 1.0054,                0.92356,                0.96569,                0.97574,                0.65926,                 1.1715,                0.46647,                 1.1603,             0.00062733,             0.00062733,             0.00062733
                    172,                0.82856,                0.45657,                 1.0156,                0.94888,                0.97183,                 0.9838,                0.65674,                 1.1691,                0.47356,                 1.1773,             0.00062262,             0.00062262,             0.00062262
                    173,                 0.8426,                0.45633,                 1.0192,                0.94355,                0.97586,                0.97963,                0.64907,                 1.1686,                0.46218,                 1.1753,              0.0006179,              0.0006179,              0.0006179
                    174,                0.94016,                0.64648,                 1.1616,                0.97031,                0.97035,                0.98117,                0.67116,                  1.147,                0.44835,                 1.1661,             0.00061318,             0.00061318,             0.00061318
                    175,                0.84545,                0.44937,                 1.0214,                0.95121,                0.97339,                0.97842,                0.66425,                 1.1675,                0.45765,                 1.1759,             0.00060847,             0.00060847,             0.00060847
                    176,                0.78503,                0.43139,                 1.0132,                0.95646,                0.95225,                 0.9771,                0.66256,                 1.1625,                0.46764,                 1.1727,             0.00060375,             0.00060375,             0.00060375
                    177,                0.81671,                0.44331,                 1.0073,                 0.9639,                0.94809,                0.97996,                0.65038,                 1.1574,                0.45666,                 1.1702,             0.00059904,             0.00059904,             0.00059904
                    178,                0.81421,                 0.4644,                 1.0288,                0.96427,                0.94713,                 0.9795,                0.66162,                 1.1391,                0.43888,                  1.175,             0.00059432,             0.00059432,             0.00059432
                    179,                0.80599,                0.42778,                0.99359,                0.97111,                0.94298,                0.98248,                0.66286,                 1.1795,                0.45754,                  1.195,             0.00058961,             0.00058961,             0.00058961
                    180,                0.82414,                0.43876,                 1.0056,                0.94853,                0.97533,                0.98405,                0.67497,                 1.1722,                0.45263,                 1.1829,             0.00058489,             0.00058489,             0.00058489
                    181,                0.76992,                0.42285,                  1.001,                0.92817,                 0.9795,                0.98009,                0.66569,                 1.1992,                0.47381,                 1.1877,             0.00058017,             0.00058017,             0.00058017
                    182,                0.81386,                0.43576,                 1.0025,                0.93162,                 0.9795,                0.97908,                0.65703,                 1.2192,                0.47686,                 1.1924,             0.00057546,             0.00057546,             0.00057546
                    183,                0.80353,                0.44598,                 1.0258,                0.95956,                0.96822,                0.98581,                0.65486,                 1.2112,                 0.4905,                 1.1838,             0.00057074,             0.00057074,             0.00057074
                    184,                0.83425,                0.54548,                 1.0294,                0.97045,                0.94181,                 0.9829,                0.65697,                 1.1883,                 0.4738,                 1.1707,             0.00056603,             0.00056603,             0.00056603
                    185,                0.82473,                0.45281,                 1.0315,                0.95253,                0.96798,                0.98138,                0.66663,                 1.1663,                0.46824,                 1.1773,             0.00056131,             0.00056131,             0.00056131
                    186,                0.84089,                0.44329,                 1.0101,                0.96433,                 0.9606,                0.98057,                0.65985,                 1.1651,                0.47059,                 1.1817,              0.0005566,              0.0005566,              0.0005566
                    187,                 0.8421,                0.44773,                 1.0846,                0.97604,                0.93763,                0.97907,                 0.6564,                 1.1659,                0.46458,                 1.1759,             0.00055188,             0.00055188,             0.00055188
                    188,                0.79281,                0.42452,                 1.0046,                0.97029,                0.94531,                0.98252,                0.65688,                 1.1731,                0.46168,                 1.1684,             0.00054716,             0.00054716,             0.00054716
                    189,                0.78885,                0.43098,                 1.0194,                0.96436,                0.95645,                0.98514,                0.65648,                 1.1533,                0.47653,                 1.1645,             0.00054245,             0.00054245,             0.00054245
                    190,                0.83881,                0.52918,                 1.0239,                0.96677,                 0.9623,                0.98578,                0.65852,                   1.18,                0.46989,                 1.1798,             0.00053773,             0.00053773,             0.00053773
                    191,                0.76315,                0.41299,                 1.0049,                0.95522,                0.98005,                0.98574,                 0.6494,                 1.1491,                0.46909,                 1.1654,             0.00053302,             0.00053302,             0.00053302
                    192,                0.80928,                0.47461,                  1.012,                0.96759,                0.96792,                0.98129,                0.65134,                 1.1407,                0.47009,                 1.1663,              0.0005283,              0.0005283,              0.0005283
                    193,                 0.7795,                0.42553,                 1.0082,                0.96487,                0.97099,                 0.9803,                0.65828,                 1.1492,                0.47432,                 1.1643,             0.00052359,             0.00052359,             0.00052359
                    194,                 0.7431,                0.41295,                0.95238,                0.98823,                0.96681,                0.98065,                0.66752,                  1.137,                0.45882,                 1.1595,             0.00051887,             0.00051887,             0.00051887
                    195,                0.77294,                0.42019,                0.98799,                0.99022,                0.96218,                0.98182,                 0.6668,                 1.1412,                0.46091,                 1.1663,             0.00051415,             0.00051415,             0.00051415
                    196,                0.77688,                0.41406,                0.98668,                0.98104,                0.96462,                0.98229,                0.67739,                 1.1456,                0.45277,                  1.167,             0.00050944,             0.00050944,             0.00050944
                    197,                0.78696,                0.43027,                 1.0002,                0.99264,                0.95516,                0.98181,                0.67242,                 1.1471,                0.46271,                 1.1687,             0.00050472,             0.00050472,             0.00050472
                    198,                0.78679,                0.41448,                 1.0043,                0.95884,                0.96572,                0.97995,                0.67498,                 1.1339,                0.46369,                 1.1687,             0.00050001,             0.00050001,             0.00050001
                    199,                0.78149,                0.41858,                0.99855,                0.95516,                 0.9715,                0.97845,                0.66623,                 1.1496,                0.46835,                 1.1738,             0.00049529,             0.00049529,             0.00049529
                    200,                0.78369,                0.42851,                 1.0052,                0.95859,                0.97184,                0.97841,                0.66779,                 1.1301,                0.45726,                 1.1661,             0.00049058,             0.00049058,             0.00049058
                    201,                0.87302,                0.62072,                 1.0477,                0.95667,                0.97852,                0.97955,                0.65806,                 1.1537,                0.46186,                 1.1771,             0.00048586,             0.00048586,             0.00048586
                    202,                0.75304,                0.41275,                 1.0074,                0.96404,                0.97693,                0.97967,                0.66248,                 1.1451,                 0.4481,                 1.1703,             0.00048114,             0.00048114,             0.00048114
                    203,                0.75256,                0.41509,                0.98613,                0.96435,                0.97018,                0.98033,                0.66314,                  1.171,                0.46248,                 1.1826,             0.00047643,             0.00047643,             0.00047643
                    204,                0.76806,                0.42728,                 1.0013,                 0.9537,                0.97208,                0.98235,                0.67334,                 1.1588,                0.46657,                 1.1898,             0.00047171,             0.00047171,             0.00047171
                    205,                0.77096,                0.42396,                0.99403,                0.97377,                0.95093,                0.98272,                0.66163,                 1.1625,                0.46219,                 1.1943,               0.000467,               0.000467,               0.000467
                    206,                0.78528,                0.42206,                0.99867,                0.95353,                0.97883,                0.98187,                0.66015,                 1.1551,                 0.4627,                  1.188,             0.00046228,             0.00046228,             0.00046228
                    207,                0.73585,                0.40474,                0.99012,                0.96723,                0.96288,                0.97979,                 0.6619,                 1.1521,                 0.4681,                 1.1784,             0.00045757,             0.00045757,             0.00045757
                    208,                0.74793,                0.40783,                0.97653,                0.95934,                0.96853,                0.97996,                0.66818,                 1.1761,                0.45998,                 1.2063,             0.00045285,             0.00045285,             0.00045285
                    209,                0.75264,                0.42572,                0.99744,                0.96649,                0.96513,                0.98049,                0.66933,                 1.1833,                0.46578,                 1.1975,             0.00044813,             0.00044813,             0.00044813
                    210,                0.72205,                0.41501,                0.98732,                0.96211,                0.96322,                0.98084,                0.66143,                 1.1838,                0.47521,                 1.1969,             0.00044342,             0.00044342,             0.00044342
                    211,                0.78694,                0.42325,                 1.0129,                0.94721,                0.95923,                0.98022,                0.64302,                 1.1819,                0.47361,                 1.2038,              0.0004387,              0.0004387,              0.0004387
                    212,                0.73688,                 0.4142,                0.98371,                0.95153,                 0.9795,                0.98075,                0.64787,                 1.1563,                0.46667,                 1.1925,             0.00043399,             0.00043399,             0.00043399
                    213,                 0.7202,                0.39244,                0.97757,                0.95027,                0.97419,                0.97762,                0.65684,                 1.1637,                0.46606,                 1.1841,             0.00042927,             0.00042927,             0.00042927
                    214,                0.78052,                0.42929,                 1.0009,                0.95418,                0.97608,                0.97979,                0.65912,                 1.1612,                0.46332,                 1.1775,             0.00042456,             0.00042456,             0.00042456
                    215,                0.75695,                0.41893,                0.98496,                0.94908,                0.97487,                0.98005,                0.66231,                 1.1683,                0.45796,                 1.1752,             0.00041984,             0.00041984,             0.00041984
                    216,                0.77038,                 0.4097,                0.99032,                0.97079,                0.94954,                0.97964,                0.66239,                 1.1629,                0.46124,                 1.1755,             0.00041512,             0.00041512,             0.00041512
                    217,                0.78826,                0.48024,                 1.0227,                0.96329,                0.96956,                0.97875,                 0.6764,                  1.159,                0.45897,                 1.1788,             0.00041041,             0.00041041,             0.00041041
                    218,                0.79096,                0.42071,                0.99106,                 0.9589,                0.97654,                0.97888,                0.66445,                 1.1725,                0.44632,                 1.1815,             0.00040569,             0.00040569,             0.00040569
                    219,                0.76128,                0.41123,                 1.0043,                  0.973,                0.97382,                0.97976,                0.66226,                 1.1456,                0.44471,                 1.1712,             0.00040098,             0.00040098,             0.00040098
                    220,                0.72096,                0.39461,                0.97064,                0.97845,                0.97718,                0.98093,                0.67035,                 1.1499,                0.44038,                  1.159,             0.00039626,             0.00039626,             0.00039626
                    221,                0.75046,                0.40221,                0.98621,                0.98157,                0.97024,                0.98108,                0.66905,                 1.1458,                0.43768,                 1.1627,             0.00039155,             0.00039155,             0.00039155
                    222,                0.74338,                0.40014,                0.99278,                0.97429,                0.96183,                0.98115,                0.67279,                 1.1593,                0.44027,                  1.175,             0.00038683,             0.00038683,             0.00038683
                    223,                0.75261,                0.40998,                0.98077,                0.96688,                 0.9795,                0.97969,                0.66455,                 1.1673,                0.44544,                 1.1877,             0.00038211,             0.00038211,             0.00038211
                    224,                0.72513,                0.40036,                0.99065,                0.95875,                0.97261,                0.97991,                0.66505,                 1.1532,                 0.4402,                 1.1734,              0.0003774,              0.0003774,              0.0003774
                    225,                0.73671,                 0.4023,                0.97994,                0.96373,                0.95451,                0.98073,                0.66782,                 1.1673,                0.44095,                 1.1818,             0.00037268,             0.00037268,             0.00037268
                    226,                0.72349,                0.39982,                0.98187,                0.95753,                0.95946,                0.98038,                 0.6665,                 1.1613,                0.44237,                 1.1722,             0.00036797,             0.00036797,             0.00036797
                    227,                0.75973,                0.41969,                 1.0047,                0.94452,                 0.9795,                0.98069,                0.66251,                 1.1581,                0.43949,                 1.1706,             0.00036325,             0.00036325,             0.00036325
                    228,                  0.731,                 0.3868,                0.99092,                0.96054,                0.97285,                0.98084,                 0.6709,                 1.1339,                0.43884,                 1.1559,             0.00035854,             0.00035854,             0.00035854
                    229,                0.70701,                0.39422,                0.98135,                0.96806,                0.96991,                0.98066,                0.67048,                 1.1401,                0.43273,                 1.1697,             0.00035382,             0.00035382,             0.00035382
                    230,                0.72474,                0.39111,                 0.9766,                0.97094,                 0.9753,                0.97878,                0.65854,                 1.1558,                0.44012,                  1.192,              0.0003491,              0.0003491,              0.0003491
                    231,                0.75896,                0.40699,                0.98094,                0.96697,                 0.9766,                0.97918,                0.65903,                 1.1523,                0.44473,                 1.1805,             0.00034439,             0.00034439,             0.00034439
                    232,                0.70932,                 0.3804,                0.98808,                 0.9831,                0.96536,                0.98042,                 0.6571,                 1.1744,                0.44283,                 1.1908,             0.00033967,             0.00033967,             0.00033967
                    233,                0.71299,                0.42364,                0.97673,                0.97422,                0.96758,                0.98018,                 0.6562,                 1.1671,                0.44375,                 1.1824,             0.00033496,             0.00033496,             0.00033496
                    234,                0.79562,                0.43677,                 1.0523,                0.97185,                0.96522,                0.97965,                 0.6612,                  1.142,                0.44623,                 1.1679,             0.00033024,             0.00033024,             0.00033024
                    235,                0.75566,                0.39393,                 0.9859,                0.95842,                0.97613,                0.97906,                0.66346,                 1.1448,                0.44602,                 1.1813,             0.00032553,             0.00032553,             0.00032553
                    236,                0.73329,                0.39003,                0.98405,                0.95182,                0.97763,                0.97758,                0.66262,                 1.1582,                0.43896,                  1.191,             0.00032081,             0.00032081,             0.00032081
                    237,                0.70578,                0.38155,                0.98958,                0.95593,                0.97255,                0.97925,                0.66562,                 1.1593,                0.44571,                 1.1824,             0.00031609,             0.00031609,             0.00031609
                    238,                0.75657,                0.40678,                 0.9762,                0.94839,                0.97255,                0.98118,                0.66746,                 1.1606,                0.43572,                 1.1725,             0.00031138,             0.00031138,             0.00031138
                    239,                 0.7188,                 0.3946,                0.96215,                0.95251,                0.97255,                0.98163,                0.66109,                 1.1587,                0.44208,                 1.1711,             0.00030666,             0.00030666,             0.00030666
                    240,                0.73319,                  0.435,                0.99885,                0.95341,                0.97178,                 0.9797,                0.65925,                 1.1561,                0.43863,                 1.1728,             0.00030195,             0.00030195,             0.00030195
                    241,                0.70794,                0.38022,                0.96369,                0.94769,                0.97063,                0.98007,                0.65941,                 1.1483,                0.44671,                 1.1655,             0.00029723,             0.00029723,             0.00029723
                    242,                0.80194,                0.49506,                 1.0401,                0.96663,                0.96729,                0.98024,                0.66448,                 1.1465,                0.44228,                 1.1608,             0.00029252,             0.00029252,             0.00029252
                    243,                0.73738,                0.39806,                0.96707,                0.96629,                0.97718,                0.98024,                0.66859,                 1.1357,                0.43011,                 1.1442,              0.0002878,              0.0002878,              0.0002878
                    244,                0.69086,                 0.3775,                0.96228,                0.96721,                0.97716,                0.98325,                0.67294,                 1.1456,                0.43903,                 1.1525,             0.00028308,             0.00028308,             0.00028308
                    245,                0.71841,                0.37848,                0.97608,                0.96414,                0.97509,                0.98356,                0.67708,                 1.1415,                0.43781,                 1.1502,             0.00027837,             0.00027837,             0.00027837
                    246,                0.76426,                0.39062,                   1.06,                0.96547,                0.97214,                0.98371,                0.67153,                 1.1451,                0.43994,                 1.1612,             0.00027365,             0.00027365,             0.00027365
                    247,                0.67069,                 0.3731,                0.97131,                0.96465,                0.97833,                0.98337,                0.67632,                 1.1417,                0.44809,                  1.154,             0.00026894,             0.00026894,             0.00026894
                    248,                0.66652,                0.37821,                0.95806,                0.96904,                 0.9795,                0.98189,                0.67095,                 1.1499,                0.44225,                 1.1578,             0.00026422,             0.00026422,             0.00026422
                    249,                0.65065,                0.35728,                0.94681,                0.96706,                0.96896,                  0.983,                0.66696,                 1.1558,                0.44041,                 1.1595,             0.00025951,             0.00025951,             0.00025951
                    250,                0.68651,                0.38706,                0.97792,                0.96467,                0.96406,                0.98084,                0.66779,                 1.1512,                0.44142,                 1.1586,             0.00025479,             0.00025479,             0.00025479
                    251,                0.69525,                0.38412,                0.96438,                0.96333,                  0.968,                0.98057,                0.67062,                  1.153,                0.43978,                  1.161,             0.00025007,             0.00025007,             0.00025007
                    252,                0.66157,                0.45808,                 0.9221,                0.96239,                0.95687,                0.98074,                 0.6746,                 1.1559,                0.44202,                 1.1669,             0.00024536,             0.00024536,             0.00024536
                    253,                0.63225,                0.38786,                0.92099,                0.96467,                0.96796,                0.98101,                0.67208,                 1.1551,                0.44001,                 1.1709,             0.00024064,             0.00024064,             0.00024064
                    254,                0.66673,                0.36823,                0.94009,                0.96764,                0.95765,                0.97992,                0.66237,                 1.1484,                 0.4378,                 1.1751,             0.00023593,             0.00023593,             0.00023593
                    255,                0.70709,                0.38932,                0.96969,                0.97323,                 0.9503,                0.98083,                0.66397,                 1.1494,                0.43787,                 1.1791,             0.00023121,             0.00023121,             0.00023121
                    256,                0.64802,                0.37166,                0.95919,                 0.9713,                0.95557,                0.98123,                0.66172,                 1.1724,                0.44791,                 1.1928,              0.0002265,              0.0002265,              0.0002265
                    257,                0.70582,                0.37107,                 0.9596,                0.96698,                0.96497,                0.98072,                0.66191,                 1.1654,                0.44294,                 1.1906,             0.00022178,             0.00022178,             0.00022178
                    258,                0.64958,                 0.3846,                 0.9561,                0.95975,                0.96679,                0.98066,                 0.6665,                 1.1549,                0.43884,                 1.1846,             0.00021707,             0.00021707,             0.00021707
                    259,                0.65436,                0.37939,                0.96289,                0.96475,                0.96655,                0.97999,                0.66862,                 1.1536,                0.43897,                 1.1811,             0.00021235,             0.00021235,             0.00021235
                    260,                0.67478,                0.36978,                0.94988,                0.96438,                0.96988,                 0.9811,                0.66711,                  1.155,                0.44028,                 1.1815,             0.00020763,             0.00020763,             0.00020763
                    261,                  0.664,                0.36922,                0.95546,                0.97295,                 0.9679,                0.98087,                0.67034,                 1.1566,                0.44476,                  1.183,             0.00020292,             0.00020292,             0.00020292
                    262,                0.69127,                0.40999,                 0.9547,                0.96347,                0.97485,                0.98083,                0.67147,                 1.1593,                0.44007,                 1.1859,              0.0001982,              0.0001982,              0.0001982
                    263,                0.66652,                0.37228,                0.93411,                0.96467,                0.97364,                0.98168,                0.67224,                 1.1645,                0.43945,                 1.1951,             0.00019349,             0.00019349,             0.00019349
                    264,                0.78177,                 0.3919,                 1.0236,                0.97225,                0.96925,                0.98204,                0.67441,                 1.1553,                0.43197,                 1.1899,             0.00018877,             0.00018877,             0.00018877
                    265,                0.67823,                0.36822,                0.96219,                0.97184,                0.96325,                0.98148,                0.67209,                 1.1541,                0.43101,                 1.1884,             0.00018406,             0.00018406,             0.00018406
                    266,                0.68211,                0.36862,                0.98682,                0.96904,                0.96925,                0.98127,                0.66499,                 1.1543,                0.43182,                 1.1881,             0.00017934,             0.00017934,             0.00017934
                    267,                 0.6704,                0.35952,                0.94676,                0.96464,                0.97718,                0.97936,                0.66187,                 1.1585,                0.43791,                 1.1866,             0.00017462,             0.00017462,             0.00017462
                    268,                0.62845,                0.34956,                 0.9489,                0.96938,                0.97718,                0.98108,                0.66706,                 1.1517,                0.43558,                 1.1804,             0.00016991,             0.00016991,             0.00016991
                    269,                  0.651,                0.36382,                0.96008,                0.97312,                0.97431,                0.98178,                0.67056,                 1.1533,                0.43798,                 1.1779,             0.00016519,             0.00016519,             0.00016519
                    270,                0.63334,                0.37865,                0.96304,                0.96845,                0.97886,                0.98067,                0.66585,                 1.1463,                0.43549,                 1.1705,             0.00016048,             0.00016048,             0.00016048
                    271,                0.62953,                0.35631,                 0.9328,                0.96836,                 0.9795,                 0.9802,                0.65997,                 1.1523,                0.43743,                 1.1806,             0.00015576,             0.00015576,             0.00015576
                    272,                0.59716,                0.33555,                0.92852,                0.97671,                0.97676,                0.98009,                 0.6681,                 1.1508,                0.43364,                 1.1824,             0.00015105,             0.00015105,             0.00015105
                    273,                0.60602,                0.33614,                0.93814,                0.96745,                 0.9795,                0.97949,                0.66804,                 1.1546,                0.43199,                 1.1878,             0.00014633,             0.00014633,             0.00014633
                    274,                0.58818,                0.33911,                0.94092,                0.96711,                 0.9795,                0.98064,                0.66789,                 1.1626,                0.43372,                 1.1999,             0.00014161,             0.00014161,             0.00014161
                    275,                0.57352,                0.33063,                0.93387,                0.96885,                0.97887,                0.98129,                0.67076,                 1.1587,                0.43527,                 1.1964,              0.0001369,              0.0001369,              0.0001369
                    276,                0.57422,                 0.3318,                0.92288,                0.95999,                0.97751,                0.98047,                0.66577,                  1.156,                0.43884,                 1.1931,             0.00013218,             0.00013218,             0.00013218
                    277,                0.56275,                0.32481,                0.91779,                0.95177,                0.97657,                0.98002,                0.66985,                 1.1607,                0.44018,                 1.1928,             0.00012747,             0.00012747,             0.00012747
                    278,                0.60712,                0.35584,                0.94591,                0.95151,                0.97849,                0.98047,                0.66894,                 1.1568,                0.43776,                 1.1891,             0.00012275,             0.00012275,             0.00012275
                    279,                0.59229,                0.33945,                0.92674,                0.96138,                 0.9703,                0.97977,                0.66504,                 1.1555,                0.43642,                 1.1898,             0.00011804,             0.00011804,             0.00011804
                    280,                0.56569,                0.31971,                0.88724,                0.96718,                0.97372,                0.98116,                0.66698,                 1.1608,                0.43773,                 1.1941,             0.00011332,             0.00011332,             0.00011332
                    281,                0.53737,                0.38864,                0.88735,                0.96262,                 0.9766,                0.98123,                0.66978,                 1.1534,                 0.4352,                 1.1904,              0.0001086,              0.0001086,              0.0001086
                    282,                0.57672,                0.32733,                0.90957,                0.96508,                0.97621,                0.98141,                0.67234,                 1.1492,                 0.4307,                 1.1906,             0.00010389,             0.00010389,             0.00010389
                    283,                0.60595,                0.34166,                0.93018,                0.97462,                0.96801,                0.98227,                0.67373,                 1.1447,                0.42905,                 1.1914,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    284,                0.54807,                 0.3287,                0.92255,                0.96844,                0.96874,                0.98182,                0.66992,                 1.1569,                0.43743,                 1.1986,             9.4457e-05,             9.4457e-05,             9.4457e-05
                    285,                0.62563,                  0.341,                0.93274,                0.96709,                0.96739,                0.98197,                0.66666,                 1.1609,                0.43758,                  1.199,             8.9741e-05,             8.9741e-05,             8.9741e-05
                    286,                0.55951,                0.33058,                0.92194,                0.96709,                0.96965,                0.98143,                0.66869,                 1.1532,                 0.4352,                 1.1928,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    287,                0.55327,                0.32473,                0.92748,                 0.9674,                0.97018,                0.98115,                0.66281,                 1.1481,                0.43365,                 1.1914,              8.031e-05,              8.031e-05,              8.031e-05
                    288,                0.58242,                0.33143,                 0.9186,                0.96613,                0.97675,                0.98161,                0.66688,                 1.1484,                0.43339,                 1.1924,             7.5594e-05,             7.5594e-05,             7.5594e-05
                    289,                0.58137,                0.32956,                0.93259,                0.96754,                0.97783,                0.98158,                0.66866,                 1.1527,                0.43232,                 1.1929,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    290,                0.63009,                0.40135,                0.94329,                 0.9664,                0.97699,                0.98167,                0.66858,                 1.1537,                0.43327,                 1.1925,             6.6163e-05,             6.6163e-05,             6.6163e-05
                    291,                0.62543,                0.31895,                0.90853,                0.96697,                0.96494,                0.97997,                0.66156,                 1.1576,                0.43404,                  1.196,             6.1447e-05,             6.1447e-05,             6.1447e-05
                    292,                0.61855,                0.31757,                0.90116,                0.97676,                0.96253,                0.97971,                0.65544,                  1.167,                0.43475,                 1.2038,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    293,                0.63529,                0.33742,                0.91255,                0.96635,                0.96457,                0.97958,                0.65318,                 1.1645,                0.43225,                 1.2036,             5.2016e-05,             5.2016e-05,             5.2016e-05
                    294,                0.56044,                0.28289,                0.88999,                0.96744,                 0.9648,                 0.9786,                0.65262,                 1.1598,                0.43217,                 1.2011,               4.73e-05,               4.73e-05,               4.73e-05
                    295,                0.56929,                0.28404,                0.89966,                0.96688,                0.96485,                0.97846,                0.65202,                 1.1545,                0.43431,                  1.199,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    296,                 0.5943,                 0.2968,                0.90138,                  0.962,                0.96516,                0.97864,                 0.6547,                 1.1497,                0.43335,                 1.1963,             3.7869e-05,             3.7869e-05,             3.7869e-05
                    297,                0.60339,                0.28914,                 0.9249,                0.96268,                0.96506,                  0.979,                0.65641,                 1.1484,                0.43271,                 1.1948,             3.3153e-05,             3.3153e-05,             3.3153e-05
                    298,                 0.5709,                0.28558,                0.89087,                 0.9656,                0.96492,                0.97885,                0.65722,                 1.1464,                0.42994,                 1.1923,             2.8437e-05,             2.8437e-05,             2.8437e-05
                    299,                0.56826,                0.31964,                 0.9031,                0.96573,                0.96501,                 0.9789,                0.65645,                 1.1503,                0.43038,                 1.1961,             2.3721e-05,             2.3721e-05,             2.3721e-05
                    300,                0.56061,                0.39146,                0.90095,                0.96597,                0.96515,                0.97925,                0.65391,                  1.153,                0.43129,                 1.1954,             1.9006e-05,             1.9006e-05,             1.9006e-05
